DealerCode,BPNO,CustomerCode,BPRegion,BPProvince,BP_District,DocNo,DocDate,Rowname,BU,Amount
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64092109,20210921,FIT PRIMA,ROOF&FITTING,3388.41
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64010807,20210108,STANDARD,ROOF&FITTING,1608.6
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64120109,20211201,SUN FASCIA,CEILING&WALL,15057.92
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64091109,20210911,WOOD ACCESSORIES SCG,ROOF C&W ACCESSORIES,2513
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64041704,20210417,SMARTBOARD >6 MM.,CEILING&WALL,2339.04
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64112107,20211121,FITTING EXCELLA CLASSIC,ROOF&FITTING,1034.32
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64092109,20210921,- COLOR : PRIMA,ROOF&FITTING,26945.8
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64072006,20210720,GENERAL PLASTER  (BAG),MORTAR,2505.24
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64082804,20210828,WOOD ACCESSORIES SCG,ROOF C&W ACCESSORIES,4308
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64030910,20210309,PAINT FOR COLOR MIXING MACHINE,HIP,6066.1299999999992
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64110105,20211101,SUN BOARD <6 MM.,CEILING&WALL,8253
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64010807,20210108,CPAC FITTING,ROOF&FITTING,920.14
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64020404,20210204,SUN FASCIA,CEILING&WALL,10881.6
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64091805,20210918,WOOD ACCESSORIES SCG,ROOF C&W ACCESSORIES,8616
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64021814,20210218,- COLOR : 5 MM.,ROOF&FITTING,10138
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64112107,20211121,GENERAL PLASTER  (BAG),MORTAR,2505.24
5100001,10020464,ร-ป-003,ตะวันตก,สมุทรสาคร,บ้านแพ้ว,IV64041704,20210417,SUN BOARD <6 MM.,CEILING&WALL,4248.64
5100003,3006092,AR-0172,นครหลวง,กรุงเทพมหานคร,มีนบุรี,IV6404480,20210428,GLASS BLOCK,HIP,3870
5100003,5100032,AR-1208,นครหลวง,กรุงเทพมหานคร,ธนบุรี,IV6407069,20210705,SMARTBOARD >6 MM.,CEILING&WALL,852
5100003,5100032,AR-1208,นครหลวง,กรุงเทพมหานคร,ธนบุรี,IV6407090,20210706,SMARTBOARD >6 MM.,CEILING&WALL,852
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6412062,20211203,UPVC DOOR JAMB,HIP,43164
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6409294,20210918,SKIM GREY,MORTAR,32340
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6410328,20211020,GENERAL PLASTER  (BAG),MORTAR,23912
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6411016,20211101,EASYPLAS,SGIC,4112.2
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6410347,20211021,SKIM GREY,MORTAR,59290
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6404404,20210424,EASYPLAS,SGIC,10280.5
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6410034,20211002,GENERAL PLASTER  (BAG),MORTAR,11956
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6407243,20210714,SKIM GREY,MORTAR,10780
5100003,5101215,AR-1962,นครหลวง,สมุทรปราการ,เมืองสมุทรปราการ,IV6407243,20210714,CONCRETE PLASTER,MORTAR,37044
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6411289,20211118,MODEENA,CEILING&WALL,30232.8
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6402402,20210222,FASCIA,CEILING&WALL,10252
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6403114,20210306,RAIN GUTTER - SMART,WINDSOR,51568
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6403114,20210306,RAIN GUTTER - DELUXE,WINDSOR,27060
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6403577,20210327,OTHER ROOF ACCESSORIES SCG,ROOF C&W ACCESSORIES,1037.4
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6403577,20210327,SPECIAL,ROOF&FITTING,27166
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6404473,20210428,- COLOR : AYARA,ROOF&FITTING,47135.75
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6406545,20210625,CPAC FITTING,ROOF&FITTING,1193.28
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6411193,20211112,FIT ELE-COLOR,ROOF&FITTING,4067.2
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6412295,20211217,LAP SIDING,CEILING&WALL,17550
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6408225,20210817,RAIN GUTTER - DELUXE,WINDSOR,48120
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6408225,20210817,RAIN GUTTER - SMART,WINDSOR,41728
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6405080,20210506,ROOF FIXING ACCESSORIES CCO,ROOF C&W ACCESSORIES,1900
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6409350,20210921,PRESTIGE TILE,ROOF&FITTING,9091.5
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6411131,20211109,STANDARD,ROOF&FITTING,11880
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6411193,20211112,- COLOR : 5 MM.,ROOF&FITTING,23288.5
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6404017,20210401,DEZIGN SMART,CEILING&WALL,1870
5100003,5101219,AR-0469,นครหลวง,กรุงเทพมหานคร,ประเวศ,IV6402402,20210222,FIT ELE-COLOR,ROOF&FITTING,9295
5100003,5101319,AR-0497,นครหลวง,กรุงเทพมหานคร,บางกอกน้อย,IV6407108,20210707,SPECIAL MORTAR,MORTAR,1750
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6409423,20210925,SCG CEMENT HYBRID (BAG),GREY CEMENT,17920
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6408281,20210821,RHINO (BAG),GREY CEMENT,13000
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6410274,20211016,NAIL,HIP,5950
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6409423,20210925,SUA SUPER,GREY CEMENT,17400
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6403504,20210324,TIGER PLASTERING,GREY CEMENT,31500
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6403256,20210313,RAIN GUTTER - DELUXE,WINDSOR,13660
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6408293,20210821,SUA SUPER,GREY CEMENT,17400
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6403297,20210315,SUA SUPER,GREY CEMENT,13125
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402110,20210205,SUA SUPER,GREY CEMENT,7500
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6406437,20210621,FIT ELE-COLOR,ROOF&FITTING,4884
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6411402,20211124,VALVE,HIP,24600
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6406255,20210612,STANDARD,ROOF&FITTING,20000
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6401198,20210113,SCG CEMENT (BAG),GREY CEMENT,5050
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402110,20210205,GENERAL PLASTER  (BAG),MORTAR,10850
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402063,20210203,GENERAL PLASTER  (BAG),MORTAR,17360
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6406414,20210619,CPAC FITTING,ROOF&FITTING,2179
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6411409,20211125,PAVING BLOCK,LANDSCAPE,9360
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6405593,20210530,SUA SUPER,GREY CEMENT,36125
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6412460,20211228,RAIN GUTTER - DELUXE,WINDSOR,9462
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402400,20210222,ADHESIVE MORTAR,MORTAR,16800
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402110,20210205,SCG CEMENT (BAG),GREY CEMENT,5050
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402439,20210224,SUA SUPER,GREY CEMENT,15000
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402526,20210227,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,11280
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6408293,20210821,SCG CEMENT HYBRID (BAG),GREY CEMENT,17920
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6409480,20210929,RHINO (BAG),GREY CEMENT,13000
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6404430,20210426,GENERAL PLASTER  (BAG),MORTAR,16960
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6404349,20210422,TIGER (BAG),GREY CEMENT,41920
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6401519,20210127,MORTAR EASY,MORTAR,5460
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6407297,20210717,GW-INSULATION : STAY COOL,SFG,28875
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6406552,20210626,- COLOR : 5 MM.,ROOF&FITTING,1331
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6401220,20210114,MORTAR EASY,MORTAR,1820
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6403342,20210317,SCG CEMENT (BAG),GREY CEMENT,27440
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6403339,20210317,GENERAL PLASTER  (BAG),MORTAR,2170
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402400,20210222,SUA SUPER,GREY CEMENT,18750
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6409322,20210920,GW-INSULATION : STAY COOL,SFG,410
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6408390,20210828,TIGER (BAG),GREY CEMENT,21280
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402439,20210224,SCG CEMENT (BAG),GREY CEMENT,16160
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6401519,20210127,TIGER (BAG),GREY CEMENT,18750
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6407208,20210712,PAVING BLOCK,LANDSCAPE,20694.9
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6401120,20210109,GENERAL PLASTER  (BAG),MORTAR,18445
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6411402,20211124,SANITARY ACCESSORIES,HIP,3740
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6402012,20210201,SCG CEMENT (BAG),GREY CEMENT,12120
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6411474,20211129,TIGER (BAG),GREY CEMENT,42560
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6401078,20210107,VALVE,HIP,18495
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6411205,20211113,TIGER (BAG),GREY CEMENT,42560
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6401220,20210114,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,14100
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6409411,20210925,GW-INSULATION : STAY COOL,SFG,31185
5100003,5101346,AR-1152,นครหลวง,กรุงเทพมหานคร,บางบอน,IV6408249,20210819,RAIN GUTTER - DELUXE,WINDSOR,6084
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6411175,20211111,CEILING TILE,SGIC,20000
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410161,20211011,GW-INSULATION : STAY COOL,SFG,10400
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6405584,20210529,EAVE LINER UNCOLOR,CEILING&WALL,3520
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403344,20210317,NAIL,HIP,1551
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6402224,20210211,GENERAL PLASTER  (BAG),MORTAR,23040
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6401239,20210115,SPECIAL MORTAR,MORTAR,1750
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6412145,20211209,GENERAL PLASTER  (BAG),MORTAR,10720
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407028,20210702,FENCE CUTTING HEAD,CEILING&WALL,11500
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6405509,20210526,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,15800
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410126,20211008,TIGER (BAG),GREY CEMENT,15960
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410164,20211011,SCG CEMENT BOARD,CEMENT BOARD,17565
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6402103,20210205,SCG CEMENT (BAG),GREY CEMENT,8960
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410025,20211002,SCG CEMENT BOARD,CEMENT BOARD,36096
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410263,20211016,SPECIAL MORTAR,MORTAR,3300
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6401513,20210127,GENERAL PLASTER  (BAG),MORTAR,6400
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6408417,20210831,FABRICATED,SGIC,2550
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409090,20210907,GL-CONVENTIONAL,SFG,31590
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6402076,20210204,MORTAR EASY,MORTAR,4720
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6401533,20210128,GENERAL PLASTER  (BAG),MORTAR,9728
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6402507,20210227,SUA SUPER,GREY CEMENT,12450
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6404291,20210420,GENERAL PLASTER  (BAG),MORTAR,16640
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409493,20210930,GL-CONVENTIONAL,SFG,2896
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403094,20210305,TIGER (BAG),GREY CEMENT,1143
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410126,20211008,MORTAR EASY,MORTAR,4720
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409090,20210907,SCG CEMENT BOARD,CEMENT BOARD,16560
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409165,20210911,TIMBER,CEILING&WALL,8370
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6404168,20210408,TIMBER,CEILING&WALL,2378
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6405243,20210513,SUA SUPER,GREY CEMENT,21748
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407421,20210724,TIMBER,CEILING&WALL,17220
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6408141,20210811,C-CHANNEL,CEILING&WALL,3752
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6401583,20210130,TIGER (BAG),GREY CEMENT,7620
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406534,20210625,EAVE LINER UNCOLOR,CEILING&WALL,19900
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407087,20210706,TIGER (BAG),GREY CEMENT,10640
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403140,20210308,SCG CEMENT BOARD,CEMENT BOARD,17565
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407502,20210731,TIMBER,CEILING&WALL,2700
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6411393,20211124,TIMBER,CEILING&WALL,9240
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6402338,20210218,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,16600
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6404417,20210426,BAG - MULTIPURPOSE (20KG/BAG),WHITE CEMENT,4100
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410137,20211009,FIT ELE-COLOR,ROOF&FITTING,7524
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6405108,20210507,SKIM WHITE,MORTAR,7520
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6412331,20211220,OTHER ROOF ACCESSORIES SCG,ROOF C&W ACCESSORIES,640
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410464,20211030,BAG - MULTIPURPOSE (20KG/BAG),WHITE CEMENT,4200
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406433,20210621,GW-INSULATION : STAY COOL,SFG,16800
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409120,20210909,MORTAR EASY,MORTAR,7080
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6412234,20211214,GENERAL PLASTER  (BAG),MORTAR,2680
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6408005,20210802,GENERAL PLASTER  (BAG),MORTAR,2600
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407088,20210706,GL-CONVENTIONAL,SFG,12250
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409371,20210922,SUA SUPER,GREY CEMENT,13572
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403496,20210324,FABRICATED,SGIC,3815
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6401586,20210130,EASYPLAS,SGIC,6240
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6405102,20210507,SUA SUPER,GREY CEMENT,4350
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6404341,20210422,SPECIAL MORTAR,MORTAR,3500
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407301,20210717,CEILING TILE,SGIC,9600
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407301,20210717,SPECIAL MORTAR,MORTAR,3500
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6408259,20210819,CPAC FITTING,ROOF&FITTING,2683.2
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403636,20210331,SUA SUPER,GREY CEMENT,29050
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407502,20210731,5 MM. - UNCOLOR ROOFIING,ROOF&FITTING,12000
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6401090,20210108,- COLOR : 5 MM.,ROOF&FITTING,14750
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403346,20210317,GENERAL PLASTER  (BAG),MORTAR,5200
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410003,20211001,GENERAL PLASTER  (BAG),MORTAR,2560
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6408005,20210802,SCG CEMENT HYBRID (BAG),GREY CEMENT,4480
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409369,20210922,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,14220
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410354,20211022,GENERAL PLASTER  (BAG),MORTAR,21120
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406433,20210621,ADHESIVE MORTAR,MORTAR,7300
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6401161,20210112,NATURAL,CEILING&WALL,12300
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407301,20210717,GENERAL PLASTER  (BAG),MORTAR,2600
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406497,20210624,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,18960
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403347,20210317,SPECIAL MORTAR,MORTAR,2625
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406227,20210611,GENERAL PLASTER  (BAG),MORTAR,10240
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6412331,20211220,EXCELLA CLASSIC,ROOF&FITTING,25200
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6410387,20211026,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,9720
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403314,20210316,TIMBER,CEILING&WALL,18480
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406331,20210616,GENERAL PLASTER  (BAG),MORTAR,4160
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407301,20210717,FABRICATED,SGIC,3050
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406348,20210617,GENERAL PLASTER  (BAG),MORTAR,7680
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6407088,20210706,- COLOR : 5 MM.,ROOF&FITTING,15125
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6411239,20211116,TIMBER,CEILING&WALL,8140
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409425,20210925,SEALANTS,HIP,3576
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403496,20210324,GL-CONVENTIONAL,SFG,12250
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406180,20210609,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,6320
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6406351,20210617,SCG CEMENT BOARD,CEMENT BOARD,17298
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6404417,20210426,5 MM. - UNCOLOR ROOFIING,ROOF&FITTING,7839
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409370,20210922,TIGER (BAG),GREY CEMENT,7980
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409471,20210928,NAIL,HIP,6160
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6409165,20210911,EAVE LINER UNCOLOR,CEILING&WALL,8800
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6412234,20211214,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,6560
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6412145,20211209,LIGHTWEIGHT BLOCK PLASTER  (BAG),MORTAR,13120
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6404443,20210427,MORTAR EASY,MORTAR,4720
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6402003,20210201,TIGER (BAG),GREY CEMENT,2540
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6405461,20210524,SMARTBOARD (<=6 MM.),CEILING&WALL,21320
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6403157,20210309,PAVING BLOCK,LANDSCAPE,4320
5100003,10000140,AR-1038,นครหลวง,กรุงเทพมหานคร,บางแค,IV6402232,20210212,GENERAL PLASTER  (BAG),MORTAR,13800
